system_time,src_addr,msg_seq,filter,Tx_time,Rx0_addr,Rx0_time
1480925,2,2025,8,19600074241,3,81750596304
1480950,3,18227,4,83382188545,2,21231660898
1480974,2,2026,8,22727913985,3,84878448128
1481002,3,18228,4,86633193985,2,24482653799
1481022,2,2027,8,25854752257,3,88005298470
1481050,3,18229,4,89769557505,2,27619005245
1481074,2,2028,8,29114889729,3,91265448537
1481100,3,18230,4,92895008769,2,30744444454
1481125,2,2029,8,32368076801,3,94518648174
1481148,3,18231,4,96026708481,2,33876132111
1481175,2,2030,8,35626421761,3,97777005720
1481197,3,18232,4,99156964865,2,37006376426
1481224,2,2031,8,38755675137,3,100906271178
1481248,3,18233,4,102423838721,2,40273237687
1481274,2,2032,8,41889619457,3,104040227607
1481299,3,18234,4,105684693505,2,43534079910
1481324,2,2033,8,45009327105,3,107159947296
1481351,3,18235,4,108942156289,2,46791530135
1481372,2,2034,8,48145005057,3,110295637366
1481399,3,18236,4,112068037633,2,49917399424
1481422,2,2035,8,51391205889,3,113541850732
1481448,3,18237,4,115197458433,2,53046808169
1481473,2,2036,8,54658964481,3,116809621960
1481498,3,18238,4,118329108481,2,56178446139
1481524,2,2037,8,57902953473,3,120053623481
1481546,3,18239,4,121458419201,2,59307744806
1481575,2,2038,8,61031326721,3,123182008811
1481597,3,18240,4,124716884993,2,62566198035
1481622,2,2039,8,64160023553,3,126310717732
1481648,3,18241,4,127982743553,2,65832044007
1481707,2,2040,8,67287985665,3,129438691934
1481710,3,18242,4,131243532801,2,69092820686
1481722,2,2041,8,70543769089,3,132694487937
1481749,3,18243,4,134369419265,2,72218695091
1481773,2,2042,8,73801187841,3,135951919268
1481797,3,18244,4,137498575873,2,75347839644
1481824,2,2043,8,77055331841,3,139206075854
1481846,3,18245,4,140628690433,2,78477942133
1481875,2,2044,8,80311766017,3,142462522597
1481897,3,18246,4,143886545409,2,81735784557
1481925,2,2045,8,83441084417,3,145591853088
1481949,3,18247,4,147145419265,2,84994645855
1481973,2,2046,8,86567896065,3,148718676818
1481999,3,18248,4,150405718529,2,88254932542
1482022,2,2047,8,89695999489,3,151846792322
1482051,3,18249,4,153663928833,2,91513130288
1482072,2,2048,8,92951756801,3,155102562208
1482099,3,18250,4,156794604033,2,94643793416
1482124,2,2049,8,96207857665,3,158358675647
1482149,3,18251,4,159929182209,2,97778359513
1482174,2,2050,8,99464172545,3,161615003103
1482198,3,18252,4,163061824513,2,100910989739
1482226,2,2051,8,102721287169,3,164872130304
1482251,3,18253,4,166317643777,2,104166796454
1482274,2,2052,8,105848505345,3,167999360548
1482299,3,18254,4,169580431873,2,107429571954
1482323,2,2053,8,108980931585,3,171131798882
1482350,3,18255,4,172835823617,2,110684951145
1482372,2,2054,8,112110751233,3,174261630617
1482401,3,18256,4,176093755905,2,113942870870
1482423,2,2055,8,115368171009,3,177519062972
1482450,3,18257,4,179223029761,2,117072132655
1482474,2,2056,8,118621644289,3,180772548820
1482500,3,18258,4,182354131969,2,120203222789
1482525,2,2057,8,121880483841,3,184031400941
1482549,3,18259,4,185487542785,2,123336621526
1482578,2,2058,8,125138257409,3,187289187094
1482599,3,18260,4,188750757377,2,126599823529
1482626,2,2059,8,128265535489,3,190416477250
1482650,3,18261,4,192010913793,2,129859967373
1482674,2,2060,8,131391877121,3,193542830945
1482701,3,18262,4,195262005761,2,133111046806
1482723,2,2061,8,134513091585,3,196664057452
1482753,3,18263,4,198521439233,2,136370467702
1482776,2,2062,8,137769069057,3,199920047503
1482801,3,18264,4,201651439105,2,139500455503
1482826,2,2063,8,141025058305,3,203176049315
1482851,3,18265,4,204782161921,2,142631166253
1482876,2,2064,8,144281065985,3,206432069569
1482899,3,18266,4,207913503233,2,145762495491
1482927,2,2065,8,147538832385,3,209689848542
1482950,3,18267,4,211044394497,2,148893374691
1482976,2,2066,8,150666360321,3,212817388550
1483000,3,18268,4,214303429121,2,152152396742
1483025,2,2067,8,153795326977,3,215946367269
1483050,3,18269,4,217561936897,2,155410891957
1483074,2,2068,8,156923281409,3,219074333784
1483101,3,18270,4,220827245057,2,158676187529
1483122,2,2069,8,160052317697,3,222203382155
1483150,3,18271,4,223958809601,2,161807740002
1483174,2,2070,8,163306274305,3,225457351316
1483199,3,18272,4,227090671617,2,164939589938
1483224,2,2071,8,166565113345,3,228716202922
1483249,3,18273,4,230217149441,2,168066055704
1483275,2,2072,8,169821293057,3,231972395206
1483297,3,18274,4,233346941953,2,171195836142
1483324,2,2073,8,172952441857,3,235103556095
1483348,3,18275,4,236605915649,2,174454797275
1483373,2,2074,8,176080770561,3,238231896863
1483399,3,18276,4,239862643201,2,177711512266
1483422,2,2075,8,179213530113,3,241364668505
1483451,3,18277,4,243121485313,2,180970341801
1483471,2,2076,8,182339059713,3,244490210162
1483499,3,18278,4,246265248769,2,184114093129
1483522,2,2077,8,185596621825,3,247747784855
1483548,3,18279,4,249392115201,2,187240947507
1483573,2,2078,8,188850052097,3,251001227675
1483597,3,18280,4,252518025217,2,190366845474
1483624,2,2079,8,192098359809,3,254249547924
1483646,3,18281,4,255647085569,2,193495893749
1483673,2,2080,8,195226779649,3,257377979823
1483697,3,18282,4,258905917953,2,196754713576
1483722,2,2081,8,198355153921,3,260506366172
1483803,3,18283,4,262163367425,2,200012150476
1483815,2,2082,8,201484729345,3,263635953668
1483816,3,18284,4,265422924801,2,203271695289
1483820,2,2083,8,204612129281,3,266763365661
1483848,3,18285,4,268554903553,2,206403661970
1483871,2,2084,8,207868079617,3,270019328548
1483898,3,18286,4,271685858305,2,209534604648
1483922,2,2085,8,211127149057,3,273278410554
1483947,3,18287,4,274815399937,2,212664134202
1483973,2,2086,8,214379711489,3,276530985522
1483995,3,18288,4,277953194497,2,215801916668
1484025,2,2087,8,217636563969,3,279787850559
1484046,3,18289,4,281208828929,2,219057538551
1484073,2,2088,8,220763346433,3,282914645081
1484098,3,18290,4,284471560193,2,222320257257
1484122,2,2089,8,223898201089,3,286049511816
1484148,3,18291,4,287727468545,2,225576153063
1484171,2,2090,8,227020482561,3,289171805333
1484200,3,18292,4,290983372801,2,228832044772
1484222,2,2091,8,230275588097,3,292426923410
1484248,3,18293,4,294113469953,2,231962129849
1484273,2,2092,8,233532164097,3,295683511962
1484297,3,18294,4,297244365313,2,235093013154
1484323,2,2093,8,236789031937,3,298940392347
1484346,3,18295,4,300378678273,2,238227314025
1484374,2,2094,8,240043661313,3,302195034267
1484424,2,2095,8,243172349441,3,0
1484472,2,2096,8,246306616833,3,0
1484521,2,2097,8,249432302593,3,311583711703
1484551,3,18299,4,313410621953,2,251259207474
1484572,2,2098,8,252693887489,3,314845309152
1484599,3,18300,4,316541416449,2,254389989917
1484623,2,2099,8,255946831361,3,318098265551
1484648,3,18301,4,319672434689,2,257520996088
1484675,2,2100,8,259203985409,3,321355432152
1484698,3,18302,4,322804734977,2,260653284321
1484726,2,2101,8,262458577921,3,324610037194
1484748,3,18303,4,326062538753,2,263911075520
1484774,2,2102,8,265580211713,3,327731682995
1484799,3,18304,4,329321163777,2,267169687987
1484823,2,2103,8,268708452865,3,330859936171
1484851,3,18305,4,332579959809,2,270428471446
1484872,2,2104,8,271836744193,3,333988239556
1484901,3,18306,4,335838692865,2,273687191950
1484923,2,2105,8,275092746241,3,337244254121
1484950,3,18307,4,338977906177,2,276826393141
1484974,2,2106,8,278348997121,3,340500517530
1484999,3,18308,4,342106841089,2,279955315976
1485025,2,2107,8,281605096449,3,343756629388
1485048,3,18309,4,345233383425,2,283081846251
1485076,2,2108,8,284862061569,3,347013607032
1485097,3,18310,4,348365468673,2,286213919418
1485126,2,2109,8,287990664193,3,350142221709
1485149,3,18311,4,351622990849,2,289471429039
1485174,2,2110,8,291118558721,3,353270128277
1485200,3,18312,4,354880686593,2,292729112233
1485224,2,2111,8,294246641665,3,356398223264
1485251,3,18313,4,358139410433,2,295987823499
1485272,2,2112,8,297378704897,3,359530298557
1485299,3,18314,4,361279492609,2,299127893559
1485323,2,2113,8,300631744001,3,362783350194
1485348,3,18315,4,364407942145,2,302256331025
1485374,2,2114,8,303890134529,3,366041753274
1485397,3,18316,4,367539680769,2,305388057547
1485426,2,2115,8,307146759169,3,369298390487
1485446,3,18317,4,370667226113,2,308515590806
1485474,2,2116,8,310277166081,3,372428809463
1485497,3,18318,4,373922543617,2,311770895722
1485540,2,2117,8,313405803521,3,375557458980
1485548,3,18319,4,377181468673,2,315029808170
1485572,2,2118,8,316535593473,3,378687261020
1485600,3,18320,4,380441652225,2,318289979106
1485621,2,2119,8,319654120449,3,381805800036
1485648,3,18321,4,383571385857,2,321419700613
1485672,2,2120,8,322922652161,3,385074344382
1485697,3,18322,4,386702438913,2,324550741547
1485723,2,2121,8,326165975041,3,388317679798
1485747,3,18323,4,389833476609,2,327681767102
1485773,2,2122,8,329422088705,3,391573806053
1485795,3,18324,4,392964468225,2,330812746591
1485822,2,2123,8,332550494721,3,394702224172
1485846,3,18325,4,396235516417,2,334083782117
1485871,2,2124,8,335678917633,3,397830659189
1485897,3,18326,4,399487801857,2,337336054946
1485920,2,2125,8,338806800897,3,400958554557
1485949,3,18327,4,402744335873,2,340592576342
1485972,2,2126,8,342062994433,3,404214760691
1485997,3,18328,4,405873370625,2,343721598945
1486022,2,2127,8,345318731777,3,407470510645
1486046,3,18329,4,409004886529,2,346853102692
1486074,2,2128,8,348575173121,3,410726964606
1486095,3,18330,4,412135479297,2,349983683310
1486124,2,2129,8,351831847425,3,413983651530
1486146,3,18331,4,415392879105,2,353241070462
1486173,2,2130,8,354958599681,3,417110415899
1486197,3,18332,4,418658646529,2,356506825202
1486222,2,2131,8,358087393793,3,420239222136
1486248,3,18333,4,421919035393,2,359767201396
1486271,2,2132,8,361215412737,3,423367253215
1486299,3,18334,4,425173825537,2,363021978898
1486322,2,2133,8,364471152129,3,426623005229
1486349,3,18335,4,428301878785,2,366150019980
1486373,2,2134,8,367728028161,3,429879893925
1486397,3,18336,4,431432203265,2,369280332282
1486425,2,2135,8,370983165953,3,433135044347
1486446,3,18337,4,434562241537,2,372410358363
1486476,2,2136,8,374240090625,3,436391981679
1486498,3,18338,4,437821398017,2,375669502172
1486524,2,2137,8,377369894913,3,439521798128
1486548,3,18339,4,441080446977,2,378928538417
1486573,2,2138,8,380497769985,3,442649685357
1486599,3,18340,4,444339240449,2,382187319185
1486622,2,2139,8,383631950337,3,445783877914
1486650,3,18341,4,447597642241,2,385445708280
1486673,2,2140,8,386885145601,3,449037085834
1486699,3,18342,4,450729118209,2,388577172050
1486724,2,2141,8,390143848449,3,452295801376
1486748,3,18343,4,453869050881,2,391717092471
1486775,2,2142,8,393398277633,3,455550243227
1486797,3,18344,4,456998545921,2,394846575291
1486825,2,2143,8,396647216641,3,458799194881
1486848,3,18345,4,460252549633,2,398100566310
1486874,2,2144,8,399775458305,3,461927448729
1486899,3,18346,4,463512130049,2,401360134014
1486923,2,2145,8,402904999425,3,465057002040
1486950,3,18347,4,466769776641,2,404617767908
1486972,2,2146,8,406031945729,3,468183960537
1487001,3,18348,4,470026950145,2,407874928696
1487023,2,2147,8,409288119809,3,471440147300
1487050,3,18349,4,473157538817,2,411005505138
1487074,2,2148,8,412544200193,3,474696240360
1487100,3,18350,4,476288594433,2,414136548533
1487125,2,2149,8,415801721345,3,477953774209
1487148,3,18351,4,479426708993,2,417274650858
1487177,2,2150,8,419057749505,3,481209815066
1487199,3,18352,4,482686545409,2,420534474565
1487227,2,2151,8,422184929793,3,484337007531
1487251,3,18353,4,485937536001,2,423785452474
1487275,2,2152,8,425313552897,3,487465642829
1487301,3,18354,4,489196889089,2,427044792855
1487323,2,2153,8,428442837505,3,490594939618
1487350,3,18355,4,492327233025,2,430175124571
1487374,2,2154,8,431697865729,3,493849980504
1487399,3,18356,4,495458275329,2,433306154686
1487425,2,2155,8,434959578113,3,497111705589
1487448,3,18357,4,498590855681,2,436438722836
1487479,2,2156,8,438213396481,3,500365536620
1487498,3,18358,4,501721378817,2,439569233776
1487526,2,2157,8,441345994753,3,503498147097
1487548,3,18359,4,504979844097,2,442827686361
1487574,2,2158,8,444472548865,3,506624713378
1487599,3,18360,4,508246398977,2,446094228514
1487623,2,2159,8,447602985985,3,509755162692
1487650,3,18361,4,511503925249,2,449351742100
1487673,2,2160,8,450727099905,3,512879288773
1487699,3,18362,4,514634621441,2,452482426094
1487723,2,2161,8,453985915905,3,516138117461
1487748,3,18363,4,517766437377,2,455614229830
1487774,2,2162,8,457232985089,3,519385199281
1487797,3,18364,4,520891580929,2,458739361221
1487824,2,2163,8,460488753153,3,522640980033
1487846,3,18365,4,524023182849,2,461870950930
1487873,2,2164,8,463616885249,3,525769124309
1487898,3,18366,4,527280384513,2,465128139917
1487965,2,2165,8,466745239041,3,528897490267
1487966,3,18367,4,530539338241,2,468387080941
1487971,2,2166,8,469874062337,3,532026325756
1488000,3,18368,4,533804668417,2,471652398394
1488020,2,2167,8,473003755521,3,535156031130
1488048,3,18369,4,536936726529,2,474784444307
1488071,2,2168,8,476257949697,3,538410237967
1488097,3,18370,4,540065345025,2,477913050611
1488122,2,2169,8,479513874945,3,541666175899
1488146,3,18371,4,543193290241,2,481040983650
1488173,2,2170,8,482771080193,3,544923393822
1488195,3,18372,4,546323291649,2,484170972860
1488222,2,2171,8,485897941505,3,548050267301
1488247,3,18373,4,549581054977,2,487428723500
1488271,2,2172,8,489026249729,3,551178587700
1488298,3,18374,4,552839910401,2,490687566237
1488320,2,2173,8,492161270273,3,554313620451
1488348,3,18375,4,556098727937,2,493946371079
1488369,2,2174,8,495284036609,3,557436398942
1488398,3,18376,4,559229321729,2,497076952691
1488421,2,2175,8,498538554881,3,560690929885
1488446,3,18377,4,562360838657,2,500208457437
1488471,2,2176,8,501796081665,3,563948469361
1488495,3,18378,4,565491548161,2,503339154751
1488522,2,2177,8,505050732545,3,567203132919
1488544,3,18379,4,568629204993,2,506476799385
1488573,2,2178,8,508307140097,3,570459553145
1488595,3,18380,4,571889733121,2,509737314809
1488622,2,2179,8,511436642817,3,573589068052
1488646,3,18381,4,575144058881,2,512991627900
1488671,2,2180,8,514570552321,3,576722989741
1488698,3,18382,4,578403657729,2,516251214068
1488720,2,2181,8,517695029249,3,579847478832
1488748,3,18383,4,581660067329,2,519507611000
1488771,2,2182,8,520957832193,3,583110294483
1488797,3,18384,4,584791065601,2,522638597098
1488822,2,2183,8,524210243073,3,586362718038
1488846,3,18385,4,587920069121,2,525767588457
1488873,2,2184,8,527467744769,3,589620232413
1488895,3,18386,4,591051106817,2,528898613985
1488924,2,2185,8,530721877505,3,592874377821
1488947,3,18387,4,594316824577,2,532164319044
1488974,2,2186,8,533843009537,3,595995522011
1488998,3,18388,4,597578028545,2,535425510340
1489021,2,2187,8,536971252737,3,599123777383
1489048,3,18389,4,600829113857,2,538676583004
1489070,2,2188,8,540099560961,3,602252097788
1489099,3,18390,4,604087950849,2,541935407333
1489121,2,2189,8,543355726337,3,605508275842
1489148,3,18391,4,607217418753,2,545064863057
1489172,2,2190,8,546611941889,3,608764504068
1489197,3,18392,4,610348563457,2,548195995608
1489223,2,2191,8,549868457473,3,612021032329
1489246,3,18393,4,613479605761,2,551327025733
1489275,2,2192,8,553125586433,3,615278173970
1489297,3,18394,4,616740086785,2,554587494079
1489324,2,2193,8,556253126145,3,618405725858
1489348,3,18395,4,619997198337,2,557844592982
1489372,2,2194,8,559381200385,3,621533812289
1489399,3,18396,4,623256141825,2,561103523809
1489421,2,2195,8,562508542465,3,624661166559
1489451,3,18397,4,626522404353,2,564369773646
1489472,2,2196,8,565766860289,3,627919497076
1489500,3,18398,4,629653661185,2,567501018295
1489524,2,2197,8,569023534081,3,631176183560
1489549,3,18399,4,632782699521,2,570630044457
1489574,2,2198,8,572285007361,3,634437669538
1489597,3,18400,4,635908897281,2,573756230058
1489626,2,2199,8,575538283009,3,637690957860
1489646,3,18401,4,639040204801,2,576887525412
1489675,2,2200,8,578668303361,3,640820990432
1489697,3,18402,4,642298657793,2,580145965754
1489723,2,2201,8,581793713665,3,643946412932
1489748,3,18403,4,645557038593,2,583404333880
1489772,2,2202,8,584923759105,3,647076470562
1489799,3,18404,4,648815731201,2,586663013812
1489821,2,2203,8,588052279809,3,650205003468
1489851,3,18405,4,651955100161,2,589802370556
1489873,2,2204,8,591300521985,3,653453258303
1489898,3,18406,4,655083254785,2,592930513013
1489924,2,2205,8,594556606977,3,656709355985
1489948,3,18407,4,658215181313,2,596062427364
1489978,2,2206,8,597813360129,3,659966121833
1490060,3,18408,4,661340512257,2,599187746157
1490063,2,2207,8,600940643841,3,663093417751
1490064,3,18409,4,664598930433,2,602446151662
1490072,2,2208,8,604069846529,3,666222632643
1490098,3,18410,4,667857753601,2,605704962157
1490122,2,2209,8,607198717441,3,669351515755
1490149,3,18411,4,671117388289,2,608964584169
1490170,2,2210,8,610325510145,3,672478320663
1490198,3,18412,4,674247860737,2,612095044443
1490220,2,2211,8,613581882369,3,675734705568
1490246,3,18413,4,677378724865,2,615225896379
1490272,2,2212,8,616838738433,3,678991574345
1490297,3,18414,4,680509473793,2,618356633132
1490323,2,2213,8,620093128705,3,682245977311
1490345,3,18415,4,683647675393,2,621494822513
1490371,2,2214,8,623221491713,3,685374352531
1490395,3,18416,4,686907544065,2,624754678508
1490420,2,2215,8,626349890561,3,688502763557
1490446,3,18417,4,690163629569,2,628010751334
1490469,2,2216,8,629478016001,3,691630901209
1490497,3,18418,4,693419181569,2,631266290668
1490523,2,2217,8,632734502913,3,694887400810
1490546,3,18419,4,696549941761,2,634397038690
1490572,2,2218,8,635991155713,3,698144066316
1490595,3,18420,4,699681020929,2,637528105654
1490622,2,2219,8,639246704641,3,701399627931
1490644,3,18421,4,702810496513,2,640657569066
1490673,2,2220,8,642502501889,3,704655437885
1490695,3,18422,4,706069334017,2,643916393879
1490723,2,2221,8,645633933313,3,707786881507
1490746,3,18423,4,709336372225,2,647183419375
1490771,2,2222,8,648762009089,3,710914969482
1490798,3,18424,4,712593546241,2,650440580719
1490821,2,2223,8,651896161281,3,714049133889
1490849,3,18425,4,715848129025,2,653695150829
1490872,2,2224,8,655148964353,3,717301949650
1490898,3,18426,4,718977100289,2,656824109928
1490922,2,2225,8,658406456321,3,720559454307
1490946,3,18427,4,722107927553,2,659954924983
1490973,2,2226,8,661661007873,3,723814018538
1490996,3,18428,4,725239002113,2,663085987363
1491024,2,2227,8,664910030337,3,727063053684
1491046,3,18429,4,728499117057,2,666346089600
1491073,2,2228,8,668038272001,3,730191307547
1491098,3,18430,4,731756900865,2,669603860724
1491122,2,2229,8,671166517761,3,733319565486
1491148,3,18431,4,735015645185,2,672862592365
1491171,2,2230,8,674294885889,3,736447945822
1491199,3,18432,4,738274107905,2,676121042396
1491222,2,2231,8,677551094273,3,739704166888
1491248,3,18433,4,741413258753,2,679260181028
1491272,2,2232,8,680807234561,3,742960319881
1491299,3,18434,4,744544540673,2,682391450753
1491323,2,2233,8,684063820801,3,746216918812
1491347,3,18435,4,747674073089,2,685520970986
1491374,2,2234,8,687320336897,3,749473447604
1491397,3,18436,4,750927831041,2,688774716271
1491423,2,2235,8,690448923137,3,752602046044
1491448,3,18437,4,754186798593,2,692033671138
1491472,2,2236,8,693575188481,3,755728323564
1491499,3,18438,4,757445610497,2,695292470354
1491522,2,2237,8,696705948161,3,758859095451
1491550,3,18439,4,760702895105,2,698549742281
1491572,2,2238,8,699962071041,3,762115231013
1491599,3,18440,4,763833937921,2,701680772907
1491623,2,2239,8,703223439361,3,765376612052
1491648,3,18441,4,766972675073,2,704819497839
1491675,2,2240,8,706477521921,3,768630707284
1491697,3,18442,4,770102248961,2,707949059557
1491726,2,2241,8,709735847425,3,771889045480
1491748,3,18443,4,773359390209,2,711206188122
1491774,2,2242,8,712863792129,3,775017002375
1491799,3,18444,4,776616933889,2,714463719120
1491823,2,2243,8,715983398401,3,778136620797
1491850,3,18445,4,779872450049,2,717719222610
1491872,2,2244,8,719118731777,3,781271966382
1491899,3,18446,4,783003597825,2,720850358196
1491923,2,2245,8,722367275009,3,784520522274
1491948,3,18447,4,786134687233,2,723981435419
1491974,2,2246,8,725623616001,3,787776875943
1491998,3,18448,4,789265699841,2,727112435834
1492025,2,2247,8,728879127041,3,791032399671
1492046,3,18449,4,792396800513,2,730243524323
1492079,2,2248,8,732007518721,3,794160803540
1492151,3,18450,4,795655588865,2,733502299967
1492153,2,2249,8,735136328705,3,797289625703
1492154,3,18451,4,798914454529,2,736761152948
1492172,2,2250,8,738265666561,3,800418975760
1492199,3,18452,4,802185184257,2,740031869944
1492221,2,2251,8,741393258497,3,803546579867
1492248,3,18453,4,805312316417,2,743158989931
1492273,2,2252,8,744648360961,3,806801695008
1492297,3,18454,4,808435525633,2,746282186988
1492323,2,2253,8,747904367617,3,810057714343
1492347,3,18455,4,811567690241,2,749414339399
1492373,2,2254,8,751160176129,3,813313535535
1492395,3,18456,4,814699269121,2,752545906091
1492422,2,2255,8,754288280577,3,816441652171
1492446,3,18457,4,817956580353,2,755803204645
1492471,2,2256,8,757416583681,3,819569967451
1492497,3,18458,4,821219435521,2,759066047092
1492520,2,2257,8,760545350657,3,822698746606
1492549,3,18459,4,824473869313,2,762320468216
1492570,2,2258,8,763673209857,3,825826617994
1492597,3,18460,4,827607957505,2,765454544219
1492621,2,2259,8,766930459649,3,829083880463
1492646,3,18461,4,830739315713,2,768585890225
1492671,2,2260,8,770187324929,3,832340758421
1492698,3,18462,4,833867687937,2,771714250280
1492723,2,2261,8,773441051649,3,835594497805
1492745,3,18463,4,836998689281,2,774845239426
1492771,2,2262,8,776572899841,3,838726358176
1492796,3,18464,4,840256503809,2,778103041269
1492821,2,2263,8,779700574209,3,841854044720
1492846,3,18465,4,843515681793,2,781362206568
1492869,2,2264,8,782834861057,3,844988343773
1492898,3,18466,4,846776778753,2,784623290829
1492919,2,2265,8,785956891137,3,848110386007
1492946,3,18467,4,849906274817,2,787752774705
1492969,2,2266,8,789222273025,3,851375780593
1492997,3,18468,4,853036414977,2,790882902690
1493021,2,2267,8,792474090497,3,854627610720
1493045,3,18469,4,856177271297,2,794023746775
1493071,2,2268,8,795729485825,3,857883018719
1493094,3,18470,4,859304311297,2,797150774588
1493123,2,2269,8,798977635329,3,861131180870
1493145,3,18471,4,862565573633,2,800412024233
1493171,2,2270,8,802105871873,3,864259429587
1493196,3,18472,4,865819380737,2,803665818662
1493220,2,2271,8,805234139649,3,867387709532
1493247,3,18473,4,869076736513,2,806923161749
1493269,2,2272,8,808362558465,3,870516140518
1493297,3,18474,4,872335481857,2,810181894390
1493320,2,2273,8,811618771969,3,873772366691
1493346,3,18475,4,875465509377,2,813311909723
1493371,2,2274,8,814875322881,3,877028930276
1493395,3,18476,4,878596195329,2,816442583472
1493422,2,2275,8,818132293121,3,880285913189
1493444,3,18477,4,881736923137,2,819583299045
1493473,2,2276,8,821388062721,3,883541695458
1493496,3,18478,4,884993512449,2,822839875666
1493522,2,2277,8,824515825153,3,886669470064
1493547,3,18479,4,888250594817,2,826096945333
1493571,2,2278,8,827643949569,3,889797606653
1493597,3,18480,4,891508196353,2,829354534183
1493619,2,2279,8,830772900865,3,892926570127
1493649,3,18481,4,894763693569,2,832610018714
1493671,2,2280,8,834031244289,3,896184926229
1493697,3,18482,4,897893661185,2,835739974128
1493722,2,2281,8,837287919105,3,899441613716
1493747,3,18483,4,901024397825,2,838870698571
1493772,2,2282,8,840545528321,3,902699235609
1493796,3,18484,4,904156193793,2,842002482336
1493825,2,2283,8,843802450945,3,905956170905
1493846,3,18485,4,907414731777,2,845261007603
1493872,2,2284,8,846932041729,3,909085773872
1493898,3,18486,4,910673454081,2,848519717208
1493921,2,2285,8,850057697793,3,912211442118
1493948,3,18487,4,913940555777,2,851786806148
1493970,2,2286,8,853187717633,3,915341474149
1494000,3,18488,4,917198151169,2,855044388827
1494026,2,2287,8,856435168257,3,918588937437
1494049,3,18489,4,920328864257,2,858175089690
1494072,2,2288,8,859691182593,3,921844964467
1494097,3,18490,4,923459785729,2,861305998930
1494123,2,2289,8,862947374593,3,925101169177
1494146,3,18491,4,926586763265,2,864432964243
1494175,2,2290,8,866203016193,3,928356823468
1494195,3,18492,4,929723400705,2,867569589422
1494223,2,2291,8,869332180481,3,931485999971
1494246,3,18493,4,932976307201,2,870822483190
1494272,2,2292,8,872460336641,3,934614168348
1494297,3,18494,4,936233014273,2,874079177521
1494321,2,2293,8,875587832321,3,937741676245
1494348,3,18495,4,939498919937,2,877345070399
1494370,2,2294,8,878716562945,3,940870419095
1494398,3,18496,4,942634822145,2,880480960355
1494421,2,2295,8,881973380609,3,944127249484
1494446,3,18497,4,945762330113,2,883608456056
1494473,2,2296,8,885228073985,3,947381955590
1494495,3,18498,4,948885404673,2,886731518388
1494524,2,2297,8,888483948545,3,950637842866
1494545,3,18499,4,952017357313,2,889863458751
1494572,2,2298,8,891612654593,3,953766561171
1494595,3,18500,4,955284609537,2,893130698177
1494621,2,2299,8,894740347905,3,956894266712
1494646,3,18501,4,958533783041,2,896379858938
1494669,2,2300,8,897869143041,3,960023074096
1494719,2,2301,8,900999421953,3,0
1494769,2,2302,8,904252454401,3,966406410448
1494795,3,18504,4,968055548417,2,905901586953
1494821,2,2303,8,907511129089,3,969665097886
1494845,3,18505,4,971185721857,2,909031748105
1494872,2,2304,8,910766915585,3,972920897126
1494894,3,18506,4,974323202049,2,912169215981
1494921,2,2305,8,913898388481,3,976052382301
1494945,3,18507,4,977583411713,2,915429412843
1494969,2,2306,8,917026471937,3,979180478022
1494995,3,18508,4,980841117697,2,918687106027
1495018,2,2307,8,920161544193,3,982315562581
1495046,3,18509,4,984098087937,2,921944063471
1495070,2,2308,8,923413227521,3,985567258654
1495095,3,18510,4,987225906177,2,925071869424
1495120,2,2309,8,926670586369,3,988824630275
1495145,3,18511,4,990356029441,2,928201980392
1495171,2,2310,8,929916997633,3,992071054287
1495193,3,18512,4,993486770689,2,931332709321
1495220,2,2311,8,933045228545,3,995199297456
1495244,3,18513,4,996745325569,2,934591251388
1495269,2,2312,8,936173463553,3,998327544741
1495295,3,18514,4,1000011623425,2,937857536405
1495318,2,2313,8,939303086081,3,1001457179548
1495347,3,18515,4,1003272902145,2,941118802293
1495369,2,2314,8,942558042625,3,1004712148864
1495397,3,18516,4,1006399440385,2,944245328238
1495420,2,2315,8,945814186497,3,1007968305514
1495444,3,18517,4,1009525232129,2,947371107687
1495471,2,2316,8,949071457793,3,1011225589601
1495493,3,18518,4,1012656732673,2,950502595915
1495522,2,2317,8,952326411265,3,1014480555859
1495544,3,18519,4,1015915354625,2,953761205053
1495571,2,2318,8,955455110145,3,1017609267019
1495595,3,18520,4,1019174414337,2,957020251929
1495620,2,2319,8,958583466497,3,1020737635660
1495646,3,18521,4,1022434343937,2,960280168710
1495669,2,2320,8,961711558657,3,1023865740098
1495698,3,18522,4,1025691907585,2,963537719545
1495720,2,2321,8,964970442241,3,1027124636499
1495748,3,18523,4,1028832133633,2,966677933250
1495772,2,2322,8,968227248129,3,1030381455182
1495795,3,18524,4,1031963786753,2,969809574045
1495822,2,2323,8,971487443969,3,1033641663818
1495844,3,18525,4,1035090361857,2,972936136839
1495874,2,2324,8,974741503489,3,1036895736114
1495895,3,18526,4,1038350977537,2,976196739675
1495922,2,2325,8,977870419457,3,1040024664395
1495946,3,18527,4,1041602902529,2,979448651881
1495971,2,2326,8,980996294145,3,1043150551373
1495997,3,18528,4,1044863257601,2,982708994121
1496027,2,2327,8,984127281665,3,1046281551202
1496049,3,18529,4,1048120782337,2,985966506028
1496070,2,2328,8,987374520833,3,1049528803141
1496097,3,18530,4,1051251815937,2,989097527300
1496122,2,2329,8,990630299649,3,1052784594753
1496146,3,18531,4,1054382215681,2,992227914710
