IEEE,SR_V1,SR_V2,DSR,CDSR,VICON,TIME
417.0,417.0,417.0,416.0,416.0,430.2512,1536083.0
417.0,417.0,417.0,416.0,416.0,430.2512,1536099.3333333333
417.0,417.0,417.0,416.0,416.0,430.2512,1536115.6666666667
417.0,418.0,418.0,418.0,418.0,430.2512,1536132.0
417.0,418.0,418.0,418.0,418.0,430.2512,1536149.3333333333
417.0,418.0,418.0,418.0,418.0,430.2512,1536166.6666666667
416.0,416.0,416.0,414.0,414.0,430.2512,1536184.0
416.0,416.0,416.0,414.0,414.0,430.2512,1536200.3333333333
416.0,416.0,416.0,414.0,414.0,429.8501,1536216.6666666667
416.0,412.0,412.0,411.0,408.8,429.4626,1536233.0
416.0,412.0,412.0,411.0,407.8,428.6422,1536249.6666666667
416.0,412.0,412.0,411.0,406.8,428.2188,1536266.3333333333
411.0,411.0,411.0,411.0,411.0,427.3176,1536283.0
411.0,411.0,411.0,411.0,411.0,426.8487,1536299.6666666667
411.0,411.0,411.0,411.0,411.0,425.8888,1536316.3333333333
411.0,411.0,411.0,411.0,411.0,423.0943,1536333.0
411.0,411.0,411.0,411.0,411.0,423.0943,1536349.6666666667
411.0,411.0,411.0,411.0,411.0,422.4871,1536366.3333333333
406.0,406.0,406.0,404.0,404.0,422.4871,1536383.0
406.0,406.0,406.0,404.0,404.0,420.4999,1536399.0
406.0,406.0,406.0,404.0,404.0,419.8758,1536415.0
406.0,403.0,403.0,401.0,398.8,418.4779,1536431.0
406.0,403.0,403.0,401.0,397.8,417.0364,1536447.3333333333
406.0,403.0,403.0,401.0,396.8,416.2989,1536463.6666666667
400.0,400.0,400.0,400.0,399.3,414.7797,1536480.0
400.0,400.0,400.0,400.0,400.0,413.9915,1536497.0
400.0,400.0,400.0,400.0,400.0,412.4135,1536514.0
400.0,397.0,397.0,396.0,393.1,411.5785,1536531.0
400.0,397.0,397.0,396.0,391.8,409.0867,1536547.6666666667
400.0,397.0,397.0,396.0,390.4,408.2392,1536564.3333333333
395.0,395.0,395.0,395.0,394.3,407.3885,1536581.0
395.0,395.0,395.0,395.0,395.0,405.6913,1536598.0
395.0,395.0,395.0,395.0,395.0,402.2547,1536615.0
395.0,388.0,388.0,386.0,379.1,401.3491,1536632.0
395.0,388.0,388.0,386.0,376.2,401.3491,1536648.3333333333
395.0,388.0,388.0,386.0,373.4,399.5913,1536664.6666666667
383.0,383.0,383.0,383.0,380.7,397.8658,1536681.0
383.0,383.0,383.0,383.0,379.7,396.0281,1536697.6666666667
383.0,383.0,383.0,383.0,378.7,395.1362,1536714.3333333333
383.0,382.0,382.0,383.0,383.0,393.2973,1536731.0
383.0,382.0,382.0,383.0,383.0,392.4378,1536747.0
383.0,382.0,382.0,383.0,383.0,390.5961,1536763.0
378.0,378.0,378.0,377.0,377.0,388.7093,1536779.0
378.0,378.0,378.0,377.0,377.0,386.8353,1536795.6666666667
378.0,378.0,378.0,377.0,377.0,386.8353,1536812.3333333333
378.0,375.0,375.0,376.0,375.3,384.0135,1536829.0
378.0,375.0,375.0,376.0,376.0,384.0135,1536846.0
378.0,375.0,375.0,376.0,376.0,381.1194,1536863.0
368.0,368.0,368.0,368.0,362.2,379.1784,1536880.0
368.0,368.0,368.0,368.0,359.5,377.1388,1536896.6666666667
368.0,368.0,368.0,368.0,356.8,377.1388,1536913.3333333333
368.0,361.0,361.0,361.0,355.8,374.0279,1536930.0
368.0,361.0,361.0,361.0,353.4,372.9350,1536948.0
368.0,361.0,361.0,361.0,351.1,370.7751,1536966.0
356.0,356.0,356.0,354.0,348.6,370.7751,1536984.0
356.0,356.0,356.0,354.0,346.4,366.1131,1536999.3333333333
356.0,356.0,356.0,354.0,344.1,364.8945,1537014.6666666667
356.0,350.0,350.0,347.0,341.5,362.4075,1537030.0
356.0,350.0,350.0,347.0,339.2,361.1483,1537046.6666666667
356.0,350.0,350.0,347.0,336.9,358.4693,1537063.3333333333
344.0,344.0,344.0,343.0,340.0,357.1006,1537080.0
344.0,344.0,344.0,343.0,338.6,354.1987,1537096.0
344.0,344.0,344.0,343.0,337.3,351.3300,1537112.0
344.0,341.0,341.0,341.0,339.5,349.7704,1537128.0
344.0,341.0,341.0,341.0,338.8,346.6660,1537144.3333333333
344.0,341.0,341.0,341.0,338.2,343.4592,1537160.6666666667
333.0,333.0,333.0,331.0,323.8,341.7610,1537177.0
333.0,333.0,333.0,331.0,320.3,338.6256,1537194.0
333.0,333.0,333.0,331.0,316.8,333.4193,1537211.0
333.0,325.0,325.0,325.0,320.6,331.6374,1537228.0
333.0,325.0,325.0,325.0,318.6,331.6374,1537245.3333333333
333.0,325.0,325.0,325.0,316.6,326.3372,1537262.6666666667
317.0,317.0,317.0,318.0,312.7,324.5396,1537280.0
317.0,317.0,317.0,318.0,310.4,320.8727,1537297.0
317.0,317.0,317.0,318.0,308.1,315.2805,1537314.0
317.0,305.0,305.0,305.0,294.9,313.3850,1537331.0
317.0,305.0,305.0,305.0,290.8,309.5674,1537347.0
317.0,305.0,305.0,305.0,286.6,307.6361,1537363.0
296.0,296.0,296.0,295.0,287.2,307.6361,1537379.0
296.0,296.0,296.0,295.0,283.8,301.7510,1537395.3333333333
296.0,296.0,296.0,295.0,280.5,297.8024,1537411.6666666667
296.0,288.0,288.0,288.0,282.7,295.7983,1537428.0
296.0,288.0,288.0,288.0,280.3,291.7785,1537444.3333333333
296.0,288.0,288.0,288.0,278.0,289.7325,1537460.6666666667
280.0,280.0,280.0,278.0,270.5,283.6088,1537477.0
280.0,280.0,280.0,278.0,267.2,281.4965,1537493.3333333333
280.0,280.0,280.0,278.0,263.9,277.3667,1537509.6666666667
280.0,272.0,272.0,271.0,265.9,275.2453,1537526.0
280.0,272.0,272.0,271.0,263.5,270.9660,1537543.0
280.0,272.0,272.0,271.0,261.1,266.7203,1537560.0
261.0,261.0,261.0,260.0,251.9,262.3391,1537577.0
261.0,261.0,261.0,260.0,248.2,260.2108,1537594.0
261.0,261.0,261.0,260.0,244.6,255.9227,1537611.0
261.0,249.0,249.0,250.0,242.4,253.7279,1537628.0
261.0,249.0,249.0,250.0,239.1,251.6219,1537645.0
261.0,249.0,249.0,250.0,235.8,247.2733,1537662.0
236.0,236.0,236.0,235.0,223.4,240.8915,1537679.0
236.0,236.0,236.0,235.0,218.6,238.7478,1537695.6666666667
236.0,236.0,236.0,235.0,213.8,234.5821,1537712.3333333333
236.0,223.0,223.0,223.0,213.8,230.5525,1537729.0
236.0,223.0,223.0,223.0,209.8,228.4843,1537745.0
236.0,223.0,223.0,223.0,205.8,224.5914,1537761.0
220.0,220.0,220.0,218.0,214.3,220.5708,1537777.0
220.0,220.0,220.0,218.0,212.6,218.6647,1537793.3333333333
220.0,220.0,220.0,218.0,210.9,214.8014,1537809.6666666667
220.0,210.0,210.0,208.0,200.7,211.1167,1537826.0
220.0,210.0,210.0,208.0,197.3,209.3446,1537843.0
220.0,210.0,210.0,208.0,193.8,205.7371,1537860.0
196.0,196.0,196.0,195.0,185.7,202.2418,1537877.0
196.0,196.0,196.0,195.0,181.3,200.4068,1537894.3333333333
196.0,196.0,196.0,195.0,177.0,197.0185,1537911.6666666667
196.0,186.0,186.0,187.0,181.1,191.8179,1537929.0
196.0,186.0,186.0,187.0,178.4,190.1121,1537945.6666666667
196.0,186.0,186.0,187.0,175.8,190.1121,1537962.3333333333
182.0,182.0,182.0,183.0,180.0,184.9220,1537979.0
182.0,182.0,182.0,183.0,178.6,181.5843,1537997.6666666667
182.0,182.0,182.0,183.0,177.3,179.9391,1538016.3333333333
182.0,175.0,175.0,175.0,168.8,176.6810,1538035.0
182.0,175.0,175.0,175.0,166.2,173.4611,1538049.6666666667
182.0,175.0,175.0,175.0,163.7,171.8266,1538064.3333333333
162.0,162.0,162.0,159.0,146.7,168.7284,1538079.0
162.0,162.0,162.0,159.0,141.3,167.1714,1538095.6666666667
162.0,162.0,162.0,159.0,136.0,167.1714,1538112.3333333333
162.0,151.0,151.0,150.0,143.2,164.0618,1538129.0
162.0,151.0,151.0,150.0,140.2,164.0618,1538145.3333333333
162.0,151.0,151.0,150.0,137.2,164.0618,1538161.6666666667
153.0,153.0,153.0,154.0,154.0,164.0618,1538178.0
153.0,153.0,153.0,154.0,154.0,158.0083,1538195.0
153.0,153.0,153.0,154.0,154.0,158.0083,1538212.0
153.0,152.0,152.0,151.0,151.0,147.3739,1538229.0
153.0,152.0,152.0,151.0,151.0,144.2831,1538246.0
153.0,152.0,152.0,151.0,151.0,141.2491,1538263.0
137.0,137.0,137.0,135.0,123.1,138.4061,1538280.0
137.0,137.0,137.0,135.0,117.8,137.0374,1538296.6666666667
137.0,137.0,137.0,135.0,112.4,134.3426,1538313.3333333333
137.0,129.0,129.0,129.0,124.4,131.7608,1538330.0
137.0,129.0,129.0,129.0,122.4,130.5114,1538347.0
137.0,129.0,129.0,129.0,120.4,129.2521,1538364.0
121.0,121.0,121.0,119.0,111.2,125.5793,1538381.0
121.0,121.0,121.0,119.0,108.0,123.0144,1538397.3333333333
121.0,121.0,121.0,119.0,104.8,121.7288,1538413.6666666667
121.0,117.0,117.0,117.0,115.4,117.8893,1538430.0
121.0,117.0,117.0,117.0,114.8,116.6422,1538446.3333333333
121.0,117.0,117.0,117.0,114.1,115.3953,1538462.6666666667
106.0,106.0,106.0,103.0,92.4,112.9604,1538479.0
106.0,106.0,106.0,103.0,87.8,110.5732,1538496.3333333333
106.0,106.0,106.0,103.0,83.1,109.3799,1538513.6666666667
106.0,98.0,98.0,95.0,89.1,107.0078,1538531.0
106.0,98.0,98.0,95.0,86.3,105.8853,1538547.0
106.0,98.0,98.0,95.0,83.6,103.6997,1538563.0
94.0,94.0,94.0,94.0,93.3,102.6523,1538579.0
94.0,94.0,94.0,94.0,94.0,100.7021,1538596.0
94.0,94.0,94.0,94.0,94.0,98.8812,1538613.0
94.0,93.0,93.0,91.0,88.8,97.2163,1538630.0
94.0,93.0,93.0,91.0,87.8,96.3666,1538647.3333333333
94.0,93.0,93.0,91.0,86.8,94.7844,1538664.6666666667
90.0,90.0,90.0,91.0,91.0,93.1758,1538682.0
90.0,90.0,90.0,91.0,91.0,92.3832,1538698.3333333333
90.0,90.0,90.0,91.0,91.0,90.7828,1538714.6666666667
90.0,85.0,85.0,82.0,82.0,89.2540,1538731.0
90.0,85.0,85.0,82.0,82.0,87.7232,1538747.3333333333
90.0,85.0,85.0,82.0,82.0,86.9895,1538763.6666666667
77.0,77.0,77.0,75.0,69.7,84.9360,1538780.0
77.0,77.0,77.0,75.0,67.4,84.9360,1538796.3333333333
77.0,77.0,77.0,75.0,65.0,84.9360,1538812.6666666667
77.0,72.0,72.0,70.0,66.3,81.3489,1538829.0
77.0,72.0,72.0,70.0,64.6,81.3489,1538845.6666666667
77.0,72.0,72.0,70.0,63.0,81.3489,1538862.3333333333
68.0,68.0,68.0,68.0,66.6,81.3489,1538879.0
68.0,68.0,68.0,68.0,65.9,79.7486,1538895.6666666667
68.0,68.0,68.0,68.0,65.2,78.3873,1538912.3333333333
68.0,61.0,61.0,60.0,54.2,77.1980,1538929.0
68.0,61.0,61.0,60.0,51.5,77.1980,1538946.0
68.0,61.0,61.0,60.0,48.8,76.8487,1538963.0
58.0,58.0,58.0,58.0,56.5,76.8487,1538980.0
58.0,58.0,58.0,58.0,55.8,74.8600,1538997.6666666667
58.0,58.0,58.0,58.0,55.2,74.8600,1539015.3333333333
58.0,57.0,57.0,56.0,54.5,74.5748,1539033.0
58.0,57.0,57.0,56.0,53.8,74.0084,1539048.3333333333
58.0,57.0,57.0,56.0,53.2,73.3294,1539063.6666666667
53.0,53.0,53.0,51.0,47.1,73.0973,1539079.0
53.0,53.0,53.0,51.0,45.4,72.9356,1539095.3333333333
53.0,53.0,53.0,51.0,43.8,72.5968,1539111.6666666667
53.0,53.0,53.0,53.0,53.0,72.3450,1539128.0
53.0,53.0,53.0,53.0,53.0,72.2733,1539144.3333333333
53.0,53.0,53.0,53.0,53.0,72.1606,1539160.6666666667
51.0,51.0,51.0,51.0,51.0,72.1199,1539177.0
51.0,51.0,51.0,51.0,51.0,72.1058,1539193.3333333333
51.0,51.0,51.0,51.0,51.0,72.1032,1539209.6666666667
51.0,50.0,50.0,49.0,47.6,72.1258,1539226.0
51.0,50.0,50.0,49.0,46.9,72.2361,1539243.6666666667
51.0,50.0,50.0,49.0,46.2,72.2361,1539261.3333333333
50.0,50.0,50.0,51.0,51.0,72.3053,1539279.0
50.0,50.0,50.0,51.0,51.0,72.3053,1539295.3333333333
50.0,50.0,50.0,51.0,51.0,72.7983,1539311.6666666667
50.0,53.0,53.0,53.0,54.5,73.0480,1539328.0
50.0,53.0,53.0,53.0,55.2,73.4645,1539345.3333333333
50.0,53.0,53.0,53.0,55.8,73.6155,1539362.6666666667
55.0,55.0,55.0,54.0,54.8,73.7911,1539380.0
55.0,55.0,55.0,54.0,55.1,73.9585,1539396.0
55.0,55.0,55.0,54.0,55.4,74.3135,1539412.0
55.0,52.0,52.0,51.0,51.0,74.4756,1539428.0
55.0,52.0,52.0,51.0,51.0,74.8965,1539444.3333333333
55.0,52.0,52.0,51.0,51.0,75.3460,1539460.6666666667
52.0,52.0,52.0,50.0,50.0,76.0680,1539477.0
52.0,52.0,52.0,50.0,50.0,76.3154,1539493.6666666667
52.0,52.0,52.0,50.0,50.0,76.3154,1539510.3333333333
52.0,54.0,54.0,56.0,56.0,76.8596,1539527.0
52.0,54.0,54.0,56.0,56.0,77.4071,1539543.0
52.0,54.0,54.0,56.0,56.0,77.6837,1539559.0
54.0,54.0,54.0,54.0,54.0,78.2827,1539575.0
54.0,54.0,54.0,54.0,54.0,78.9002,1539592.3333333333
54.0,54.0,54.0,54.0,54.0,78.9002,1539609.6666666667
54.0,59.0,59.0,59.0,59.0,79.8661,1539627.0
54.0,59.0,59.0,59.0,59.0,80.5164,1539643.6666666667
54.0,59.0,59.0,59.0,59.0,81.2404,1539660.3333333333
60.0,60.0,60.0,61.0,62.5,81.9385,1539677.0
60.0,60.0,60.0,61.0,63.2,82.3424,1539694.3333333333
60.0,60.0,60.0,61.0,63.8,83.0572,1539711.6666666667
60.0,62.0,62.0,60.0,60.0,83.8415,1539729.0
60.0,62.0,62.0,60.0,60.0,84.2342,1539745.0
60.0,62.0,62.0,60.0,60.0,85.0693,1539761.0
60.0,60.0,60.0,60.0,60.0,85.9402,1539777.0
60.0,60.0,60.0,60.0,60.0,86.4145,1539793.3333333333
60.0,60.0,60.0,60.0,60.0,87.3333,1539809.6666666667
60.0,61.0,61.0,63.0,65.3,87.8215,1539826.0
60.0,61.0,61.0,63.0,66.3,88.3482,1539842.3333333333
60.0,61.0,61.0,63.0,67.3,89.3980,1539858.6666666667
67.0,67.0,67.0,68.0,71.7,91.6913,1539875.0
67.0,67.0,67.0,68.0,73.4,91.6913,1539891.3333333333
67.0,67.0,67.0,68.0,75.1,92.3099,1539907.6666666667
67.0,74.0,74.0,75.0,80.1,93.5634,1539924.0
67.0,74.0,74.0,75.0,82.5,94.9029,1539941.0
67.0,74.0,74.0,75.0,84.9,95.5649,1539958.0
71.0,71.0,71.0,72.0,72.0,96.2677,1539975.0
71.0,71.0,71.0,72.0,72.0,97.7183,1539992.0
71.0,71.0,71.0,72.0,72.0,100.0015,1540009.0
71.0,72.0,72.0,72.0,72.0,100.7877,1540026.0
71.0,72.0,72.0,72.0,72.0,102.4580,1540043.3333333333
71.0,72.0,72.0,72.0,72.0,104.1513,1540060.6666666667
76.0,76.0,76.0,77.0,80.8,105.9876,1540078.0
76.0,76.0,76.0,77.0,82.5,106.9372,1540095.0
76.0,76.0,76.0,77.0,84.1,108.9104,1540112.0
76.0,82.0,82.0,82.0,85.9,110.9734,1540129.0
76.0,82.0,82.0,82.0,87.5,112.0193,1540145.3333333333
76.0,82.0,82.0,82.0,89.1,115.3190,1540161.6666666667
91.0,91.0,91.0,93.0,101.5,116.4711,1540178.0
91.0,91.0,91.0,93.0,105.1,117.6575,1540194.3333333333
91.0,91.0,91.0,93.0,108.8,118.8234,1540210.6666666667
91.0,100.0,100.0,104.0,112.2,121.2153,1540227.0
91.0,100.0,100.0,104.0,115.9,123.6928,1540243.0
91.0,100.0,100.0,104.0,119.6,126.2822,1540259.0
105.0,105.0,105.0,107.0,109.2,127.5652,1540275.0
105.0,105.0,105.0,107.0,110.2,128.8427,1540292.0
105.0,105.0,105.0,107.0,111.3,132.9102,1540309.0
105.0,112.0,112.0,113.0,117.3,134.3376,1540326.0
105.0,112.0,112.0,113.0,119.3,137.2263,1540343.0
105.0,112.0,112.0,113.0,121.3,140.2170,1540360.0
119.0,119.0,119.0,119.0,123.5,141.6632,1540377.0
119.0,119.0,119.0,119.0,125.5,144.7824,1540394.0
119.0,119.0,119.0,119.0,127.5,147.9077,1540411.0
119.0,124.0,124.0,124.0,127.8,151.0959,1540428.0
119.0,124.0,124.0,124.0,129.5,152.6433,1540445.0
119.0,124.0,124.0,124.0,131.1,155.8116,1540462.0
131.0,131.0,131.0,131.0,136.5,158.9607,1540479.0
131.0,131.0,131.0,131.0,138.7,158.9607,1540496.0
131.0,131.0,131.0,131.0,141.0,158.9607,1540513.0
131.0,142.0,142.0,145.0,155.8,168.0259,1540530.0
131.0,142.0,142.0,145.0,160.5,168.0259,1540545.6666666667
131.0,142.0,142.0,145.0,165.2,169.6155,1540561.3333333333
146.0,146.0,146.0,149.0,152.0,172.9746,1540577.0
146.0,146.0,146.0,149.0,153.3,179.2681,1540593.6666666667
146.0,146.0,146.0,149.0,154.7,180.9865,1540610.3333333333
146.0,161.0,161.0,163.0,173.3,180.9865,1540627.0
146.0,161.0,161.0,163.0,178.1,185.4732,1540644.0
146.0,161.0,161.0,163.0,183.0,187.2438,1540661.0
169.0,169.0,169.0,171.0,176.8,187.2438,1540678.0
169.0,169.0,169.0,171.0,179.5,191.9346,1540694.6666666667
169.0,169.0,169.0,171.0,182.1,195.3883,1540711.3333333333
169.0,176.0,176.0,177.0,181.5,196.8219,1540728.0
169.0,176.0,176.0,177.0,183.5,199.9988,1540745.0
169.0,176.0,176.0,177.0,185.5,201.7238,1540762.0
180.0,180.0,180.0,179.0,180.5,206.6296,1540779.0
180.0,180.0,180.0,179.0,181.2,208.3076,1540796.3333333333
180.0,180.0,180.0,179.0,181.9,209.8845,1540813.6666666667
180.0,190.0,190.0,193.0,204.0,214.6699,1540831.0
180.0,190.0,190.0,193.0,208.5,218.1155,1540847.0
180.0,190.0,190.0,193.0,212.9,219.8480,1540863.0
196.0,196.0,196.0,197.0,200.1,223.2285,1540879.0
196.0,196.0,196.0,197.0,201.4,224.3536,1540895.3333333333
196.0,196.0,196.0,197.0,202.8,227.6389,1540911.6666666667
196.0,202.0,202.0,204.0,209.3,229.3455,1540928.0
196.0,202.0,202.0,204.0,211.6,232.7256,1540944.3333333333
196.0,202.0,202.0,204.0,214.0,236.1321,1540960.6666666667
210.0,210.0,210.0,215.0,223.1,237.8797,1540977.0
210.0,210.0,210.0,215.0,226.9,241.4319,1540994.0
210.0,210.0,210.0,215.0,230.7,244.9266,1541011.0
210.0,220.0,220.0,220.0,223.6,248.4177,1541028.0
210.0,220.0,220.0,220.0,225.3,250.1522,1541045.3333333333
210.0,220.0,220.0,220.0,227.0,253.7269,1541062.6666666667
225.0,225.0,225.0,228.0,234.0,259.5387,1541080.0
225.0,225.0,225.0,228.0,236.6,261.3072,1541096.6666666667
225.0,225.0,225.0,228.0,239.3,263.0882,1541113.3333333333
225.0,235.0,235.0,238.0,245.7,266.5889,1541130.0
225.0,235.0,235.0,238.0,248.9,268.4111,1541146.3333333333
225.0,235.0,235.0,238.0,252.1,272.2511,1541162.6666666667
247.0,247.0,247.0,250.0,259.3,274.0635,1541179.0
247.0,247.0,247.0,250.0,263.4,278.0605,1541195.3333333333
247.0,247.0,247.0,250.0,267.4,281.5857,1541211.6666666667
247.0,258.0,258.0,262.0,271.1,281.5857,1541228.0
247.0,258.0,258.0,262.0,275.1,287.6236,1541244.3333333333
247.0,258.0,258.0,262.0,279.1,291.3302,1541260.6666666667
266.0,266.0,266.0,266.0,269.0,295.1396,1541277.0
266.0,266.0,266.0,266.0,270.3,297.0203,1541293.3333333333
266.0,266.0,266.0,266.0,271.6,300.6505,1541309.6666666667
266.0,274.0,274.0,273.0,278.0,302.4335,1541326.0
266.0,274.0,274.0,273.0,280.5,306.0797,1541343.0
266.0,274.0,274.0,273.0,282.9,309.5298,1541360.0
281.0,281.0,281.0,281.0,286.8,313.0111,1541377.0
281.0,281.0,281.0,281.0,289.5,314.6759,1541394.0
281.0,281.0,281.0,281.0,292.2,317.9885,1541411.0
281.0,289.0,289.0,289.0,295.0,317.9885,1541428.0
281.0,289.0,289.0,289.0,297.7,322.8047,1541445.0
281.0,289.0,289.0,289.0,300.3,322.8047,1541462.0
296.0,296.0,296.0,300.0,308.5,327.5327,1541479.0
296.0,296.0,296.0,300.0,312.0,333.7118,1541495.3333333333
296.0,296.0,296.0,300.0,315.5,335.2036,1541511.6666666667
296.0,301.0,301.0,303.0,305.3,335.2036,1541528.0
296.0,301.0,301.0,303.0,306.3,338.1777,1541544.3333333333
296.0,301.0,301.0,303.0,307.3,341.1168,1541560.6666666667
307.0,307.0,307.0,311.0,317.1,342.5774,1541577.0
307.0,307.0,307.0,311.0,319.8,345.4614,1541593.3333333333
307.0,307.0,307.0,311.0,322.4,349.7787,1541609.6666666667
307.0,314.0,314.0,318.0,323.2,349.7787,1541626.0
307.0,314.0,314.0,318.0,325.5,351.2030,1541642.3333333333
307.0,314.0,314.0,318.0,327.9,355.4876,1541658.6666666667
323.0,323.0,323.0,326.0,331.8,356.9183,1541675.0
323.0,323.0,323.0,326.0,334.6,359.7643,1541692.0
323.0,323.0,323.0,326.0,337.3,362.5952,1541709.0
323.0,332.0,332.0,333.0,338.1,364.0078,1541726.0
323.0,332.0,332.0,333.0,340.5,366.8005,1541743.3333333333
323.0,332.0,332.0,333.0,342.8,368.1751,1541760.6666666667
338.0,338.0,338.0,339.0,343.5,370.9356,1541778.0
338.0,338.0,338.0,339.0,345.5,373.6878,1541794.6666666667
338.0,338.0,338.0,339.0,347.5,374.8979,1541811.3333333333
338.0,347.0,347.0,351.0,360.3,379.1312,1541828.0
338.0,347.0,347.0,351.0,364.1,380.5036,1541844.6666666667
338.0,347.0,347.0,351.0,368.0,383.2483,1541861.3333333333
355.0,355.0,355.0,357.0,361.7,385.9544,1541878.0
355.0,355.0,355.0,357.0,363.7,387.3325,1541894.0
355.0,355.0,355.0,357.0,365.7,389.9607,1541910.0
355.0,360.0,360.0,362.0,365.8,392.6480,1541926.0
355.0,360.0,360.0,362.0,367.5,393.9392,1541942.3333333333
355.0,360.0,360.0,362.0,369.1,396.6086,1541958.6666666667
366.0,366.0,366.0,370.0,376.0,397.8959,1541975.0
366.0,366.0,366.0,370.0,378.6,401.8711,1541991.6666666667
366.0,366.0,366.0,370.0,381.3,403.1945,1542008.3333333333
366.0,374.0,374.0,376.0,380.4,404.4987,1542025.0
366.0,374.0,374.0,376.0,382.4,407.0586,1542041.6666666667
366.0,374.0,374.0,376.0,384.5,408.2928,1542058.3333333333
380.0,380.0,380.0,382.0,386.3,410.7594,1542075.0
380.0,380.0,380.0,382.0,388.3,413.1467,1542092.0
380.0,380.0,380.0,382.0,390.3,415.4556,1542109.0
380.0,388.0,388.0,389.0,394.2,416.5938,1542126.0
380.0,388.0,388.0,389.0,396.5,419.8307,1542143.3333333333
380.0,388.0,388.0,389.0,398.8,420.8615,1542160.6666666667
394.0,394.0,394.0,394.0,397.8,421.8606,1542178.0
394.0,394.0,394.0,394.0,399.4,424.7269,1542205.3333333333
394.0,394.0,394.0,394.0,401.1,427.2140,1542232.6666666667
394.0,399.0,399.0,401.0,406.4,429.9666,1542260.0
394.0,399.0,399.0,401.0,408.7,429.9666,1542265.6666666667
394.0,399.0,399.0,401.0,410.9,430.7878,1542271.3333333333
405.0,405.0,405.0,406.0,409.8,431.6069,1542277.0
405.0,405.0,405.0,406.0,411.5,432.4039,1542293.6666666667
405.0,405.0,405.0,406.0,413.2,433.9506,1542310.3333333333
405.0,410.0,410.0,414.0,420.0,434.7204,1542327.0
405.0,410.0,410.0,414.0,422.7,436.8964,1542343.0
405.0,410.0,410.0,414.0,425.3,437.5969,1542359.0
416.0,416.0,416.0,417.0,419.2,438.2908,1542375.0
416.0,416.0,416.0,417.0,420.2,440.3103,1542392.3333333333
416.0,416.0,416.0,417.0,421.3,440.9596,1542409.6666666667
416.0,420.0,420.0,424.0,429.0,441.5941,1542427.0
416.0,420.0,420.0,424.0,431.4,442.8893,1542443.6666666667
416.0,420.0,420.0,424.0,433.7,444.1153,1542460.3333333333
428.0,428.0,428.0,428.0,431.0,444.7013,1542477.0
428.0,428.0,428.0,428.0,432.3,445.8178,1542494.0
428.0,428.0,428.0,428.0,433.6,447.5079,1542511.0
428.0,430.0,430.0,430.0,431.5,447.5079,1542528.0
428.0,430.0,430.0,430.0,432.2,448.5374,1542545.0
428.0,430.0,430.0,430.0,432.9,449.0792,1542562.0
432.0,432.0,432.0,431.0,431.8,450.0289,1542579.0
432.0,432.0,432.0,431.0,432.1,450.4868,1542595.3333333333
432.0,432.0,432.0,431.0,432.4,451.8348,1542611.6666666667
432.0,435.0,435.0,437.0,441.6,452.9805,1542628.0
432.0,435.0,435.0,437.0,443.6,453.5106,1542644.3333333333
432.0,435.0,435.0,437.0,445.6,453.5106,1542660.6666666667
440.0,440.0,440.0,439.0,440.5,453.5106,1542677.0
440.0,440.0,440.0,439.0,441.2,453.5106,1542693.6666666667
440.0,440.0,440.0,439.0,441.8,453.5106,1542710.3333333333
440.0,440.0,440.0,441.0,442.5,453.5106,1542727.0
440.0,440.0,440.0,441.0,443.2,453.5106,1542744.3333333333
440.0,440.0,440.0,441.0,443.9,453.5106,1542761.6666666667
444.0,444.0,444.0,445.0,447.9,453.5106,1542779.0
444.0,444.0,444.0,445.0,449.2,453.5106,1542796.0
444.0,444.0,444.0,445.0,450.6,453.5106,1542813.0
444.0,446.0,446.0,445.0,445.0,453.5106,1542830.0
444.0,446.0,446.0,445.0,445.0,453.5106,1542846.6666666667
444.0,446.0,446.0,445.0,445.0,453.5106,1542863.3333333333
444.0,444.0,444.0,443.0,443.0,453.5106,1542880.0
444.0,444.0,444.0,443.0,443.0,453.5106,1542897.0
444.0,444.0,444.0,443.0,443.0,453.5106,1542914.0
444.0,443.0,443.0,443.0,443.0,453.5106,1542931.0
444.0,443.0,443.0,443.0,443.0,453.5106,1542947.3333333333
444.0,443.0,443.0,443.0,443.0,453.5106,1542963.6666666667
441.0,441.0,441.0,442.0,442.0,453.5106,1542980.0
441.0,441.0,441.0,442.0,442.0,453.5106,1542996.6666666667
441.0,441.0,441.0,442.0,442.0,453.5106,1543013.3333333333
441.0,437.0,437.0,434.0,428.0,453.5106,1543030.0
441.0,437.0,437.0,434.0,425.3,453.5106,1543046.0
441.0,437.0,437.0,434.0,422.6,431.2345,1543062.0
436.0,436.0,436.0,436.0,436.0,431.2345,1543078.0
436.0,436.0,436.0,436.0,436.0,431.2345,1543095.0
436.0,436.0,436.0,436.0,436.0,431.2345,1543112.0
436.0,438.0,438.0,439.0,439.0,431.2345,1543129.0
436.0,438.0,438.0,439.0,439.0,431.2345,1543145.6666666667
436.0,438.0,438.0,439.0,439.0,431.2345,1543162.3333333333
441.0,441.0,441.0,441.0,442.5,431.2345,1543179.0
441.0,441.0,441.0,441.0,443.2,431.2345,1543196.3333333333
441.0,441.0,441.0,441.0,443.8,431.2345,1543213.6666666667
441.0,441.0,441.0,441.0,441.0,431.2345,1543231.0
441.0,441.0,441.0,441.0,441.0,431.2345,1543247.3333333333
441.0,441.0,441.0,441.0,441.0,431.2345,1543263.6666666667
