IEEE,SR_V1,SR_V2,DSR,CDSR,VICON,TIME
419.0,419.0,419.0,420.0,420.0,437.9384,1448055.0
419.0,419.0,419.0,420.0,420.0,438.0798,1448073.3333333333
419.0,419.0,419.0,420.0,420.0,438.4500,1448091.6666666667
419.0,418.0,418.0,420.0,420.0,438.4500,1448110.0
419.0,418.0,418.0,420.0,420.0,438.6937,1448125.6666666667
419.0,418.0,418.0,420.0,420.0,438.6937,1448141.3333333333
423.0,423.0,423.0,425.0,428.8,439.0164,1448157.0
423.0,423.0,423.0,425.0,430.5,439.0618,1448174.0
423.0,423.0,423.0,425.0,432.1,439.1641,1448191.0
423.0,425.0,425.0,425.0,425.0,439.2311,1448208.0
423.0,425.0,425.0,425.0,425.0,439.4532,1448224.3333333333
423.0,425.0,425.0,425.0,425.0,439.4545,1448240.6666666667
421.0,421.0,421.0,421.0,421.0,439.4354,1448257.0
421.0,421.0,421.0,421.0,421.0,439.3997,1448273.3333333333
421.0,421.0,421.0,421.0,421.0,439.3509,1448289.6666666667
421.0,423.0,423.0,424.0,424.0,439.3158,1448306.0
421.0,423.0,423.0,424.0,424.0,439.1841,1448322.3333333333
421.0,423.0,423.0,424.0,424.0,439.0113,1448338.6666666667
423.0,423.0,423.0,423.0,423.0,438.7992,1448355.0
423.0,423.0,423.0,423.0,423.0,438.7034,1448372.0
423.0,423.0,423.0,423.0,423.0,438.5782,1448389.0
423.0,422.0,422.0,422.0,422.0,438.1530,1448406.0
423.0,422.0,422.0,422.0,422.0,438.0205,1448423.0
423.0,422.0,422.0,422.0,422.0,437.4219,1448440.0
418.0,418.0,418.0,417.0,413.3,437.4219,1448457.0
418.0,418.0,418.0,417.0,411.6,437.4219,1448474.3333333333
418.0,418.0,418.0,417.0,410.0,437.4219,1448491.6666666667
418.0,416.0,416.0,416.0,415.2,437.4219,1448509.0
418.0,416.0,416.0,416.0,416.0,433.0202,1448526.0
418.0,416.0,416.0,416.0,416.0,433.0202,1448543.0
413.0,413.0,413.0,414.0,412.4,433.0202,1448560.0
413.0,413.0,413.0,414.0,411.8,433.0202,1448576.3333333333
413.0,413.0,413.0,414.0,411.2,433.0202,1448592.6666666667
413.0,415.0,415.0,416.0,416.0,433.0202,1448609.0
413.0,415.0,415.0,416.0,416.0,431.1097,1448625.3333333333
413.0,415.0,415.0,416.0,416.0,431.1097,1448641.6666666667
411.0,411.0,411.0,413.0,413.0,430.6591,1448658.0
411.0,411.0,411.0,413.0,413.0,430.6591,1448674.0
411.0,411.0,411.0,413.0,413.0,429.7375,1448690.0
411.0,413.0,413.0,413.0,413.0,428.7675,1448706.0
411.0,413.0,413.0,413.0,413.0,428.2971,1448723.6666666667
411.0,413.0,413.0,413.0,413.0,427.1965,1448741.3333333333
411.0,411.0,411.0,412.0,412.0,426.1306,1448759.0
411.0,411.0,411.0,412.0,412.0,425.5059,1448775.6666666667
411.0,411.0,411.0,412.0,412.0,424.9112,1448792.3333333333
411.0,408.0,408.0,409.0,406.8,423.0522,1448809.0
411.0,408.0,408.0,409.0,405.8,422.4274,1448825.6666666667
411.0,408.0,408.0,409.0,404.8,421.0381,1448842.3333333333
405.0,405.0,405.0,405.0,401.9,419.6110,1448859.0
405.0,405.0,405.0,405.0,400.6,418.1156,1448876.0
405.0,405.0,405.0,405.0,399.3,417.3495,1448893.0
405.0,402.0,402.0,402.0,399.6,415.7275,1448910.0
405.0,402.0,402.0,402.0,398.7,414.9304,1448926.3333333333
405.0,402.0,402.0,402.0,397.7,413.2124,1448942.6666666667
397.0,397.0,397.0,397.0,393.1,411.4081,1448959.0
397.0,397.0,397.0,397.0,391.5,409.5441,1448975.6666666667
397.0,397.0,397.0,397.0,389.8,408.5519,1448992.3333333333
397.0,393.0,393.0,393.0,390.0,406.5801,1449009.0
397.0,393.0,393.0,393.0,388.6,405.5377,1449025.0
397.0,393.0,393.0,393.0,387.3,403.4548,1449041.0
386.0,386.0,386.0,386.0,380.9,402.3615,1449057.0
386.0,386.0,386.0,386.0,378.4,399.0408,1449074.0
386.0,386.0,386.0,386.0,376.0,397.9129,1449091.0
386.0,380.0,380.0,382.0,379.1,395.6022,1449108.0
386.0,380.0,380.0,382.0,377.8,382.1415,1449125.3333333333
386.0,380.0,380.0,382.0,376.4,382.1415,1449142.6666666667
373.0,373.0,373.0,373.0,366.3,382.1415,1449160.0
373.0,373.0,373.0,373.0,363.3,382.1415,1449177.0
373.0,373.0,373.0,373.0,360.3,376.9723,1449194.0
373.0,367.0,367.0,369.0,365.9,376.9723,1449211.0
373.0,367.0,367.0,369.0,364.7,376.9723,1449227.3333333333
373.0,367.0,367.0,369.0,363.4,376.9723,1449243.6666666667
359.0,359.0,359.0,360.0,353.0,376.9723,1449260.0
359.0,359.0,359.0,360.0,350.0,375.6667,1449276.3333333333
359.0,359.0,359.0,360.0,347.0,371.6746,1449292.6666666667
359.0,355.0,355.0,356.0,353.0,370.2909,1449309.0
359.0,355.0,355.0,356.0,351.6,368.9185,1449325.0
359.0,355.0,355.0,356.0,350.3,366.2219,1449341.0
354.0,354.0,354.0,357.0,357.0,360.8526,1449357.0
354.0,354.0,354.0,357.0,357.0,359.5475,1449373.3333333333
354.0,354.0,354.0,357.0,357.0,359.5475,1449389.6666666667
354.0,346.0,346.0,347.0,347.0,356.9365,1449406.0
354.0,346.0,346.0,347.0,347.0,355.6383,1449423.0
354.0,346.0,346.0,347.0,347.0,354.2382,1449440.0
342.0,342.0,342.0,344.0,341.8,352.9370,1449457.0
342.0,342.0,342.0,344.0,340.8,348.9567,1449474.0
342.0,342.0,342.0,344.0,339.8,344.9846,1449491.0
342.0,333.0,333.0,334.0,326.5,343.7195,1449508.0
342.0,333.0,333.0,334.0,323.2,339.9120,1449525.0
342.0,333.0,333.0,334.0,319.8,339.9120,1449542.0
326.0,326.0,326.0,329.0,325.2,338.6276,1449559.0
326.0,326.0,326.0,329.0,323.6,338.6276,1449575.3333333333
326.0,326.0,326.0,329.0,322.0,333.6877,1449591.6666666667
326.0,321.0,321.0,322.0,316.5,332.4101,1449608.0
326.0,321.0,321.0,322.0,314.2,330.0535,1449624.3333333333
326.0,321.0,321.0,322.0,311.9,327.6315,1449640.6666666667
314.0,314.0,314.0,314.0,307.9,325.2523,1449657.0
314.0,314.0,314.0,314.0,305.3,324.0576,1449673.3333333333
314.0,314.0,314.0,314.0,302.6,321.6764,1449689.6666666667
314.0,307.0,307.0,307.0,301.8,320.5021,1449706.0
314.0,307.0,307.0,307.0,299.5,318.1121,1449722.3333333333
314.0,307.0,307.0,307.0,297.1,312.1219,1449738.6666666667
299.0,299.0,299.0,300.0,294.9,312.1219,1449755.0
299.0,299.0,299.0,300.0,292.5,310.9311,1449772.3333333333
299.0,299.0,299.0,300.0,290.1,310.9311,1449789.6666666667
299.0,294.0,294.0,296.0,293.1,307.2861,1449807.0
299.0,294.0,294.0,296.0,291.7,306.0589,1449823.6666666667
299.0,294.0,294.0,296.0,290.4,304.8599,1449840.3333333333
292.0,292.0,292.0,294.0,292.5,301.0968,1449857.0
292.0,292.0,292.0,294.0,291.8,299.8228,1449874.0
292.0,292.0,292.0,294.0,291.2,297.3325,1449891.0
292.0,288.0,288.0,289.0,285.1,294.8398,1449908.0
292.0,288.0,288.0,289.0,283.5,292.2600,1449924.6666666667
292.0,288.0,288.0,289.0,281.9,291.0428,1449941.3333333333
280.0,280.0,280.0,280.0,272.9,288.4687,1449958.0
280.0,280.0,280.0,280.0,269.9,287.1618,1449974.0
280.0,280.0,280.0,280.0,266.9,284.6201,1449990.0
280.0,275.0,275.0,276.0,272.9,283.3276,1450006.0
280.0,275.0,275.0,276.0,271.6,278.2936,1450022.6666666667
280.0,275.0,275.0,276.0,270.3,278.2936,1450039.3333333333
269.0,269.0,269.0,268.0,262.0,277.0823,1450056.0
269.0,269.0,269.0,268.0,259.4,277.0823,1450072.0
269.0,269.0,269.0,268.0,256.7,274.6068,1450088.0
269.0,263.0,263.0,263.0,259.4,270.8123,1450104.0
269.0,263.0,263.0,263.0,257.6,268.3450,1450121.0
269.0,263.0,263.0,263.0,255.9,267.1072,1450138.0
255.0,255.0,255.0,256.0,250.8,264.5674,1450155.0
255.0,255.0,255.0,256.0,248.5,260.8095,1450172.3333333333
255.0,255.0,255.0,256.0,246.2,259.6042,1450189.6666666667
255.0,246.0,246.0,246.0,238.4,257.0738,1450207.0
255.0,246.0,246.0,246.0,235.1,255.7835,1450223.6666666667
255.0,246.0,246.0,246.0,231.8,253.1941,1450240.3333333333
243.0,243.0,243.0,245.0,244.2,250.7245,1450257.0
243.0,243.0,243.0,245.0,245.0,247.1463,1450291.0
243.0,243.0,243.0,245.0,245.0,242.2262,1450325.0
243.0,239.0,239.0,240.0,236.2,238.7037,1450359.0
243.0,239.0,239.0,240.0,234.5,238.7037,1450359.3333333333
243.0,239.0,239.0,240.0,232.8,238.7037,1450359.6666666667
232.0,232.0,232.0,231.0,224.3,238.7037,1450360.0
232.0,232.0,232.0,231.0,221.3,237.5058,1450374.6666666667
232.0,232.0,232.0,231.0,218.3,236.3636,1450389.3333333333
232.0,228.0,228.0,228.0,225.8,234.1093,1450404.0
232.0,228.0,228.0,228.0,224.8,231.7822,1450421.3333333333
232.0,228.0,228.0,228.0,223.7,229.4190,1450438.6666666667
222.0,222.0,222.0,222.0,217.7,228.3074,1450456.0
222.0,222.0,222.0,222.0,215.7,226.0757,1450472.6666666667
222.0,222.0,222.0,222.0,213.7,223.8036,1450489.3333333333
222.0,217.0,217.0,217.0,213.3,222.6543,1450506.0
222.0,217.0,217.0,217.0,211.6,220.4726,1450523.3333333333
222.0,217.0,217.0,217.0,210.0,218.3499,1450540.6666666667
210.0,210.0,210.0,210.0,204.7,216.3484,1450558.0
210.0,210.0,210.0,210.0,202.4,215.2674,1450574.6666666667
210.0,210.0,210.0,210.0,200.0,212.2418,1450591.3333333333
210.0,202.0,202.0,201.0,194.0,212.2418,1450608.0
210.0,202.0,202.0,201.0,191.1,211.1713,1450624.3333333333
210.0,202.0,202.0,201.0,188.2,209.2808,1450640.6666666667
195.0,195.0,195.0,194.0,188.6,206.4765,1450657.0
195.0,195.0,195.0,194.0,186.3,205.5381,1450673.3333333333
195.0,195.0,195.0,194.0,183.9,203.7832,1450689.6666666667
195.0,189.0,189.0,188.0,183.5,202.9464,1450706.0
195.0,189.0,189.0,188.0,181.5,200.2814,1450722.6666666667
195.0,189.0,189.0,188.0,179.5,199.4787,1450739.3333333333
190.0,190.0,190.0,191.0,191.0,198.5728,1450756.0
190.0,190.0,190.0,191.0,191.0,196.9481,1450772.6666666667
190.0,190.0,190.0,191.0,191.0,196.0990,1450789.3333333333
190.0,187.0,187.0,188.0,188.0,193.6140,1450806.0
190.0,187.0,187.0,188.0,188.0,192.7971,1450823.0
190.0,187.0,187.0,188.0,188.0,191.1285,1450840.0
185.0,185.0,185.0,185.0,182.8,189.4129,1450857.0
185.0,185.0,185.0,185.0,181.8,188.5618,1450874.3333333333
185.0,185.0,185.0,185.0,180.8,186.7924,1450891.6666666667
185.0,182.0,182.0,182.0,179.7,184.9671,1450909.0
185.0,182.0,182.0,182.0,178.7,183.2145,1450925.6666666667
185.0,182.0,182.0,182.0,177.7,182.2987,1450942.3333333333
176.0,176.0,176.0,174.0,167.7,180.4896,1450959.0
176.0,176.0,176.0,174.0,165.2,178.7862,1450975.3333333333
176.0,176.0,176.0,174.0,162.6,177.9265,1450991.6666666667
176.0,166.0,166.0,162.0,152.7,177.0520,1451008.0
176.0,166.0,166.0,162.0,148.7,174.5839,1451024.3333333333
176.0,166.0,166.0,162.0,144.7,173.7653,1451040.6666666667
163.0,163.0,163.0,163.0,163.0,172.8941,1451057.0
163.0,163.0,163.0,163.0,163.0,171.2171,1451073.3333333333
163.0,163.0,163.0,163.0,163.0,169.5370,1451089.6666666667
163.0,161.0,161.0,160.0,160.0,168.6910,1451106.0
163.0,161.0,161.0,160.0,160.0,168.6910,1451123.3333333333
163.0,161.0,161.0,160.0,160.0,165.2468,1451140.6666666667
161.0,161.0,161.0,161.0,161.0,162.5290,1451158.0
161.0,161.0,161.0,161.0,161.0,161.6199,1451174.6666666667
161.0,161.0,161.0,161.0,161.0,160.6832,1451191.3333333333
161.0,154.0,154.0,154.0,154.0,159.7756,1451208.0
161.0,154.0,154.0,154.0,154.0,157.0432,1451225.3333333333
161.0,154.0,154.0,154.0,154.0,156.1123,1451242.6666666667
152.0,152.0,152.0,153.0,152.2,154.2725,1451260.0
152.0,152.0,152.0,153.0,153.0,152.4572,1451276.6666666667
152.0,152.0,152.0,153.0,153.0,151.5540,1451293.3333333333
152.0,142.0,142.0,141.0,131.6,149.7136,1451310.0
152.0,142.0,142.0,141.0,127.7,147.9427,1451326.6666666667
152.0,142.0,142.0,141.0,123.9,147.0588,1451343.3333333333
138.0,138.0,138.0,138.0,135.7,145.2799,1451360.0
138.0,138.0,138.0,138.0,134.7,143.4841,1451376.0
138.0,138.0,138.0,138.0,133.7,141.7575,1451392.0
138.0,135.0,135.0,135.0,132.7,140.8844,1451408.0
138.0,135.0,135.0,135.0,131.7,138.3055,1451424.3333333333
138.0,135.0,135.0,135.0,130.7,138.3055,1451440.6666666667
133.0,133.0,133.0,132.0,129.8,137.4774,1451457.0
133.0,133.0,133.0,132.0,128.8,135.8301,1451473.3333333333
133.0,133.0,133.0,132.0,127.8,134.2174,1451489.6666666667
133.0,129.0,129.0,128.0,125.1,133.4348,1451506.0
133.0,129.0,129.0,128.0,123.8,132.6435,1451523.3333333333
133.0,129.0,129.0,128.0,122.4,130.2836,1451540.6666666667
122.0,122.0,122.0,123.0,119.4,128.7266,1451558.0
122.0,122.0,122.0,123.0,117.7,127.9652,1451574.6666666667
122.0,122.0,122.0,123.0,116.0,126.4411,1451591.3333333333
122.0,115.0,115.0,116.0,110.8,125.6562,1451608.0
122.0,115.0,115.0,116.0,108.4,124.1272,1451625.0
122.0,115.0,115.0,116.0,106.1,122.5824,1451642.0
117.0,117.0,117.0,119.0,119.0,121.0865,1451659.0
117.0,117.0,117.0,119.0,119.0,118.9084,1451676.0
117.0,117.0,117.0,119.0,119.0,118.1959,1451693.0
117.0,115.0,115.0,117.0,117.0,118.1959,1451710.0
117.0,115.0,115.0,117.0,117.0,116.7971,1451726.0
117.0,115.0,115.0,117.0,117.0,115.4514,1451742.0
112.0,112.0,112.0,111.0,106.5,114.1037,1451758.0
112.0,112.0,112.0,111.0,104.5,113.4448,1451774.3333333333
112.0,112.0,112.0,111.0,102.5,112.1696,1451790.6666666667
112.0,106.0,106.0,106.0,102.3,111.5543,1451807.0
112.0,106.0,106.0,106.0,100.6,110.9051,1451823.0
112.0,106.0,106.0,106.0,99.0,109.6920,1451839.0
102.0,102.0,102.0,102.0,99.1,108.4992,1451855.0
102.0,102.0,102.0,102.0,97.7,107.9113,1451872.0
102.0,102.0,102.0,102.0,96.3,106.1695,1451889.0
102.0,102.0,102.0,104.0,104.0,105.6461,1451906.0
102.0,102.0,102.0,104.0,104.0,104.4941,1451923.0
102.0,102.0,102.0,104.0,104.0,103.9334,1451940.0
100.0,100.0,100.0,98.0,98.0,102.2943,1451957.0
100.0,100.0,100.0,98.0,98.0,101.7685,1451974.0
100.0,100.0,100.0,98.0,98.0,100.7063,1451991.0
100.0,93.0,93.0,92.0,87.4,99.6463,1452008.0
100.0,93.0,93.0,92.0,85.5,99.1524,1452024.3333333333
100.0,93.0,93.0,92.0,83.5,98.1806,1452040.6666666667
91.0,91.0,91.0,89.0,86.6,97.2397,1452057.0
91.0,91.0,91.0,89.0,85.6,96.7898,1452073.3333333333
91.0,91.0,91.0,89.0,84.6,95.9127,1452089.6666666667
91.0,89.0,89.0,86.0,83.7,95.4571,1452106.0
91.0,89.0,89.0,86.0,82.7,94.6327,1452122.3333333333
91.0,89.0,89.0,86.0,81.7,92.6614,1452138.6666666667
83.0,83.0,83.0,83.0,80.8,92.6614,1452155.0
83.0,83.0,83.0,83.0,79.8,92.2621,1452171.6666666667
83.0,83.0,83.0,83.0,78.8,91.9247,1452188.3333333333
83.0,81.0,81.0,80.0,77.8,91.5759,1452205.0
83.0,81.0,81.0,80.0,76.8,90.8346,1452221.6666666667
83.0,81.0,81.0,80.0,75.7,90.5018,1452238.3333333333
81.0,81.0,81.0,79.0,78.3,89.5380,1452255.0
81.0,81.0,81.0,79.0,79.0,89.2047,1452272.0
81.0,81.0,81.0,79.0,79.0,88.6158,1452289.0
81.0,76.0,76.0,75.0,72.0,87.9524,1452306.0
81.0,76.0,76.0,75.0,70.7,87.6239,1452323.0
81.0,76.0,76.0,75.0,69.3,87.3233,1452340.0
74.0,74.0,74.0,73.0,71.5,86.4234,1452357.0
74.0,74.0,74.0,73.0,70.8,85.2490,1452388.6666666667
74.0,74.0,74.0,73.0,70.2,84.7043,1452420.3333333333
74.0,82.0,82.0,84.0,84.0,83.9370,1452452.0
74.0,82.0,82.0,84.0,84.0,83.9370,1452453.0
74.0,82.0,82.0,84.0,84.0,83.9370,1452454.0
73.0,73.0,73.0,71.0,71.0,83.7093,1452455.0
73.0,73.0,73.0,71.0,71.0,83.4898,1452471.3333333333
73.0,73.0,73.0,71.0,71.0,83.0706,1452487.6666666667
73.0,70.0,70.0,69.0,67.5,82.8696,1452504.0
73.0,70.0,70.0,69.0,66.8,82.3190,1452520.3333333333
73.0,70.0,70.0,69.0,66.2,82.1488,1452536.6666666667
73.0,73.0,73.0,74.0,74.0,81.9932,1452553.0
73.0,73.0,73.0,74.0,74.0,81.6887,1452570.0
73.0,73.0,73.0,74.0,74.0,81.5441,1452587.0
73.0,73.0,73.0,71.0,71.0,81.2999,1452604.0
73.0,73.0,73.0,71.0,71.0,80.9529,1452621.3333333333
73.0,73.0,73.0,71.0,71.0,80.8499,1452638.6666666667
70.0,70.0,70.0,70.0,70.0,80.7481,1452656.0
70.0,70.0,70.0,70.0,70.0,80.5828,1452672.6666666667
70.0,70.0,70.0,70.0,70.0,80.4012,1452689.3333333333
70.0,71.0,71.0,71.0,71.0,80.3544,1452706.0
70.0,71.0,71.0,71.0,71.0,80.3274,1452723.3333333333
70.0,71.0,71.0,71.0,71.0,80.2576,1452740.6666666667
69.0,69.0,69.0,70.0,70.0,80.2333,1452758.0
69.0,69.0,69.0,70.0,70.0,80.2262,1452774.3333333333
69.0,69.0,69.0,70.0,70.0,80.1830,1452790.6666666667
69.0,70.0,70.0,70.0,70.0,80.1800,1452807.0
69.0,70.0,70.0,70.0,70.0,80.1800,1452823.3333333333
69.0,70.0,70.0,70.0,70.0,80.1720,1452839.6666666667
69.0,69.0,69.0,69.0,69.0,80.1499,1452856.0
69.0,69.0,69.0,69.0,69.0,80.2016,1452872.0
69.0,69.0,69.0,69.0,69.0,80.2054,1452888.0
69.0,70.0,70.0,72.0,72.0,80.2116,1452904.0
69.0,70.0,70.0,72.0,72.0,80.2334,1452921.0
69.0,70.0,70.0,72.0,72.0,80.3157,1452938.0
69.0,69.0,69.0,68.0,68.0,80.3398,1452955.0
69.0,69.0,69.0,68.0,68.0,80.3662,1452972.0
69.0,69.0,69.0,68.0,68.0,80.4278,1452989.0
69.0,67.0,67.0,66.0,64.5,80.5206,1453006.0
69.0,67.0,67.0,66.0,63.9,80.6048,1453023.0
69.0,67.0,67.0,66.0,63.2,80.7570,1453040.0
62.0,62.0,62.0,62.0,59.0,80.8488,1453057.0
62.0,62.0,62.0,62.0,57.6,81.0430,1453074.0
62.0,62.0,62.0,62.0,56.3,81.2962,1453091.0
62.0,62.0,62.0,63.0,63.0,81.4173,1453108.0
62.0,62.0,62.0,63.0,63.0,81.6715,1453124.3333333333
62.0,62.0,62.0,63.0,63.0,82.0792,1453140.6666666667
59.0,59.0,59.0,60.0,60.0,82.0792,1453157.0
59.0,59.0,59.0,60.0,60.0,82.3817,1453173.6666666667
59.0,59.0,59.0,60.0,60.0,82.7705,1453190.3333333333
59.0,65.0,65.0,67.0,67.0,82.9650,1453207.0
59.0,65.0,65.0,67.0,67.0,83.3782,1453223.3333333333
59.0,65.0,65.0,67.0,67.0,83.8376,1453239.6666666667
70.0,70.0,70.0,71.0,73.9,84.0439,1453256.0
70.0,70.0,70.0,71.0,75.3,84.5384,1453272.6666666667
70.0,70.0,70.0,71.0,76.7,85.0701,1453289.3333333333
70.0,66.0,66.0,67.0,67.0,85.6872,1453306.0
70.0,66.0,66.0,67.0,67.0,86.0351,1453323.0
70.0,66.0,66.0,67.0,67.0,86.6917,1453340.0
68.0,68.0,68.0,70.0,70.0,87.1010,1453357.0
68.0,68.0,68.0,70.0,70.0,88.2018,1453374.0
68.0,68.0,68.0,70.0,70.0,88.5783,1453391.0
68.0,68.0,68.0,69.0,69.0,89.3958,1453408.0
68.0,68.0,68.0,69.0,69.0,89.8275,1453425.0
68.0,68.0,68.0,69.0,69.0,90.6972,1453442.0
68.0,68.0,68.0,67.0,67.0,91.6194,1453459.0
68.0,68.0,68.0,67.0,67.0,92.1004,1453475.3333333333
68.0,68.0,68.0,67.0,67.0,93.0975,1453491.6666666667
68.0,67.0,67.0,69.0,69.0,94.1244,1453508.0
68.0,67.0,67.0,69.0,69.0,95.1747,1453524.3333333333
68.0,67.0,67.0,69.0,69.0,95.6948,1453540.6666666667
76.0,76.0,76.0,79.0,86.6,96.7414,1453557.0
76.0,76.0,76.0,79.0,89.9,97.2855,1453573.6666666667
76.0,76.0,76.0,79.0,93.2,98.9379,1453590.3333333333
76.0,82.0,82.0,85.0,89.4,99.5093,1453607.0
76.0,82.0,82.0,85.0,91.4,100.0547,1453623.0
76.0,82.0,82.0,85.0,93.4,101.1966,1453639.0
83.0,83.0,83.0,83.0,83.0,101.8001,1453655.0
83.0,83.0,83.0,83.0,83.0,102.3829,1453672.0
83.0,83.0,83.0,83.0,83.0,104.2101,1453689.0
83.0,82.0,82.0,84.0,84.0,105.5075,1453706.0
83.0,82.0,82.0,84.0,84.0,106.1308,1453723.0
83.0,82.0,82.0,84.0,84.0,107.4340,1453740.0
84.0,84.0,84.0,84.0,84.0,108.7941,1453757.0
84.0,84.0,84.0,84.0,84.0,109.4938,1453774.0
84.0,84.0,84.0,84.0,84.0,110.9341,1453791.0
84.0,84.0,84.0,87.0,89.3,113.8931,1453808.0
84.0,84.0,84.0,87.0,90.3,113.8931,1453824.6666666667
84.0,84.0,84.0,87.0,91.2,114.6697,1453841.3333333333
96.0,96.0,96.0,100.0,110.1,116.2717,1453858.0
96.0,96.0,96.0,100.0,114.4,117.0820,1453874.0
96.0,96.0,96.0,100.0,118.8,118.7686,1453890.0
96.0,99.0,99.0,101.0,101.8,119.6046,1453906.0
96.0,99.0,99.0,101.0,102.1,121.3089,1453922.3333333333
96.0,99.0,99.0,101.0,102.4,123.1281,1453938.6666666667
99.0,99.0,99.0,99.0,99.0,124.0713,1453955.0
99.0,99.0,99.0,99.0,99.0,125.9533,1453971.6666666667
99.0,99.0,99.0,99.0,99.0,127.8740,1453988.3333333333
99.0,97.0,97.0,98.0,98.0,129.8958,1454005.0
99.0,97.0,97.0,98.0,98.0,130.9134,1454021.6666666667
99.0,97.0,97.0,98.0,98.0,132.9014,1454038.3333333333
106.0,106.0,106.0,108.0,108.0,134.0080,1454055.0
106.0,106.0,106.0,108.0,108.0,136.1187,1454072.0
106.0,106.0,106.0,108.0,108.0,138.3124,1454089.0
106.0,113.0,113.0,115.0,120.3,139.4559,1454106.0
106.0,113.0,113.0,115.0,122.6,141.6690,1454123.3333333333
106.0,113.0,113.0,115.0,124.9,143.9719,1454140.6666666667
121.0,121.0,121.0,126.0,134.5,146.3056,1454158.0
121.0,121.0,121.0,126.0,138.0,147.4819,1454174.3333333333
121.0,121.0,121.0,126.0,141.5,149.8398,1454190.6666666667
121.0,133.0,133.0,137.0,145.6,151.0397,1454207.0
121.0,133.0,133.0,137.0,149.3,153.4416,1454223.0
121.0,133.0,133.0,137.0,153.0,155.8417,1454239.0
140.0,140.0,140.0,144.0,149.3,159.5051,1454255.0
140.0,140.0,140.0,144.0,151.7,159.5051,1454271.3333333333
140.0,140.0,140.0,144.0,154.0,161.9986,1454287.6666666667
140.0,145.0,145.0,148.0,151.0,163.2135,1454304.0
140.0,145.0,145.0,148.0,152.3,165.7758,1454320.6666666667
140.0,145.0,145.0,148.0,153.6,168.3245,1454337.3333333333
145.0,145.0,145.0,148.0,148.0,169.6701,1454354.0
145.0,145.0,145.0,148.0,148.0,172.2200,1454371.0
145.0,145.0,145.0,148.0,148.0,173.5246,1454388.0
145.0,147.0,147.0,151.0,153.2,176.0442,1454405.0
145.0,147.0,147.0,151.0,154.2,178.6319,1454422.0
145.0,147.0,147.0,151.0,155.2,179.8680,1454439.0
157.0,157.0,157.0,159.0,165.0,184.9016,1454456.0
157.0,157.0,157.0,159.0,167.7,186.1109,1454485.6666666667
157.0,157.0,157.0,159.0,170.4,190.9786,1454515.3333333333
157.0,163.0,163.0,167.0,173.2,193.3312,1454545.0
157.0,163.0,163.0,167.0,175.7,193.3312,1454548.3333333333
157.0,163.0,163.0,167.0,178.3,193.3312,1454551.6666666667
173.0,173.0,173.0,176.0,183.1,193.3312,1454555.0
173.0,173.0,173.0,176.0,186.1,194.5713,1454571.3333333333
173.0,173.0,173.0,176.0,189.1,194.5713,1454587.6666666667
173.0,179.0,179.0,181.0,184.8,200.6764,1454604.0
173.0,179.0,179.0,181.0,186.5,203.0186,1454620.3333333333
173.0,179.0,179.0,181.0,188.2,205.7256,1454636.6666666667
189.0,189.0,189.0,192.0,200.2,206.3012,1454653.0
189.0,189.0,189.0,192.0,203.9,209.5229,1454669.3333333333
189.0,189.0,189.0,192.0,207.5,210.8135,1454685.6666666667
189.0,197.0,197.0,202.0,209.3,213.3055,1454702.0
189.0,197.0,197.0,202.0,212.7,215.9211,1454719.0
189.0,197.0,197.0,202.0,216.2,217.2495,1454736.0
203.0,203.0,203.0,204.0,205.4,219.8891,1454753.0
203.0,203.0,203.0,204.0,206.1,226.3772,1454770.3333333333
203.0,203.0,203.0,204.0,206.8,226.3772,1454787.6666666667
203.0,209.0,209.0,211.0,216.2,227.8137,1454805.0
203.0,209.0,209.0,211.0,218.5,229.1224,1454822.0
203.0,209.0,209.0,211.0,220.8,231.6872,1454839.0
215.0,215.0,215.0,216.0,219.8,232.8713,1454856.0
215.0,215.0,215.0,216.0,221.5,235.6307,1454872.6666666667
215.0,215.0,215.0,216.0,223.1,238.3147,1454889.3333333333
215.0,219.0,219.0,220.0,223.1,239.6638,1454906.0
215.0,219.0,219.0,220.0,224.4,242.2624,1454922.3333333333
215.0,219.0,219.0,220.0,225.7,244.8611,1454938.6666666667
225.0,225.0,225.0,228.0,234.1,247.5392,1454955.0
225.0,225.0,225.0,228.0,236.8,248.9155,1454974.3333333333
225.0,225.0,225.0,228.0,239.5,251.4965,1454993.6666666667
225.0,230.0,230.0,233.0,236.7,254.2775,1455013.0
225.0,230.0,230.0,233.0,238.4,256.7595,1455026.6666666667
225.0,230.0,230.0,233.0,240.1,258.1393,1455040.3333333333
235.0,235.0,235.0,237.0,239.9,258.1393,1455054.0
235.0,235.0,235.0,237.0,241.3,262.2299,1455071.0
235.0,235.0,235.0,237.0,242.7,264.8544,1455088.0
235.0,237.0,237.0,240.0,242.2,266.0451,1455105.0
235.0,237.0,237.0,240.0,243.2,268.7502,1455121.6666666667
235.0,237.0,237.0,240.0,244.2,271.4244,1455138.3333333333
243.0,243.0,243.0,243.0,245.2,272.7687,1455155.0
243.0,243.0,243.0,243.0,246.2,274.0997,1455172.0
243.0,243.0,243.0,243.0,247.2,277.7431,1455189.0
243.0,247.0,247.0,248.0,251.8,280.1221,1455206.0
243.0,247.0,247.0,248.0,253.5,281.2239,1455223.0
243.0,247.0,247.0,248.0,255.1,283.4328,1455240.0
